id,topic,speaker_1_en,speaker_1_gujlish,speaker_2_en,speaker_2_gujlish
144,Weekend Plans / Friend's Wedding,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,They looked so happy together.,E loko khub j happy lagta hata.
729,Cricket Match / Cricket Match,India gave a strong performance!,India ye jabardast performance aapyu!,I missed the final over.,Hu last over joi na shakyo.
1308,Delhi Traffic / Old vs New Songs,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,New songs have better beats.,Nava gaano ma beat saru hoy.
516,Asking Directions / Ordering Food,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Is the pav bhaji spicy?,Pav bhaji tikhi che?
916,Trip to Goa / Gym/Fitness,We should try water sports!,Aapde water sports try karva joie!,Weight training is tough!,Weight training to bau j hard che!
637,Cricket Match / Delhi Traffic,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2276,Weather Changes / Diwali Prep,It’s so hot these days!,Aaje kalak ghanu garmi che!,Diwali shopping is still pending.,Diwali shopping to baki j che.
60,Weekend Plans / Asking Directions,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,How far is the airport from here?,Ahiya thi airport ketlu door che?
1897,Street vs Restaurant Food / Asking Directions,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,How far is the airport from here?,Ahiya thi airport ketlu door che?
2440,Weather Changes / Friend's Wedding,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,They looked so happy together.,E loko khub j happy lagta hata.
250,Ordering Food / Weather Changes,"Can I see the menu, please?",Menu joi shaku chu?,I love winter mornings.,Mane sheet rutu ni savar bau game.
298,Ordering Food / Friend's Wedding,Is the pav bhaji spicy?,Pav bhaji tikhi che?,The wedding was well organized.,Lagna khub saro rite thai.
2651,Gym/Fitness / Gym/Fitness,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,Weight training is tough!,Weight training to bau j hard che!
761,Cricket Match / Weather Changes,India gave a strong performance!,India ye jabardast performance aapyu!,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2357,Weather Changes / Asking Directions,I love winter mornings.,Mane sheet rutu ni savar bau game.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1367,Delhi Traffic / Friend's Wedding,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,The food was really good!,Food toh khub j tasty hatu!
2556,Gym/Fitness / Ordering Food,I feel healthier now.,Mane have healthy feel thay che.,Is the pav bhaji spicy?,Pav bhaji tikhi che?
401,Ordering Food / Weather Changes,Do you serve cold coffee?,Tamare cold coffee male che?,It’s so hot these days!,Aaje kalak ghanu garmi che!
1604,Diwali Prep / Bollywood Movie,Diwali shopping is still pending.,Diwali shopping to baki j che.,I liked the climax a lot.,Mane climax bau gamyu.
1334,Delhi Traffic / Ordering Food,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Do you serve cold coffee?,Tamare cold coffee male che?
485,Asking Directions / Delhi Traffic,How far is the airport from here?,Ahiya thi airport ketlu door che?,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
561,Asking Directions / Gym/Fitness,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
663,Cricket Match / Gym/Fitness,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
2144,Friend's Wedding / Weekend Plans,They looked so happy together.,E loko khub j happy lagta hata.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
2211,Friend's Wedding / Trip to Goa,The wedding was well organized.,Lagna khub saro rite thai.,We should try water sports!,Aapde water sports try karva joie!
2077,Friend's Wedding / Street vs Restaurant Food,Did you see her wedding dress?,Tame eni wedding dress joi?,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
2421,Weather Changes / Bollywood Movie,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Who was the director?,Director kon hatu?
2448,Weather Changes / Gym/Fitness,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
1328,Delhi Traffic / Weekend Plans,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
425,Asking Directions / Trip to Goa,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,We should try water sports!,Aapde water sports try karva joie!
1443,Diwali Prep / Cricket Match,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,India gave a strong performance!,India ye jabardast performance aapyu!
2387,Weather Changes / Friend's Wedding,I love winter mornings.,Mane sheet rutu ni savar bau game.,Did you see her wedding dress?,Tame eni wedding dress joi?
2346,Weather Changes / Gym/Fitness,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
1772,Old vs New Songs / Street vs Restaurant Food,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
2452,Gym/Fitness / Weekend Plans,I started yoga recently.,Hu have yoga sharu karyu che.,Do you want to watch a movie?,Movie jovani ichchha che tane?
19,Weekend Plans / Trip to Goa,Are you free this Sunday?,Aa Ravivare tamne time che?,I can’t wait for this trip!,Hu aa trip mate excited chu!
2066,Friend's Wedding / Delhi Traffic,Did you see her wedding dress?,Tame eni wedding dress joi?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
1627,Diwali Prep / Weather Changes,Diwali shopping is still pending.,Diwali shopping to baki j che.,I love winter mornings.,Mane sheet rutu ni savar bau game.
2086,Friend's Wedding / Weather Changes,Did you see her wedding dress?,Tame eni wedding dress joi?,I love winter mornings.,Mane sheet rutu ni savar bau game.
1067,Bollywood Movie / Weather Changes,That movie had great songs.,E movie ma khub sara gaana hata.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
1801,Old vs New Songs / Cricket Match,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,I missed the final over.,Hu last over joi na shakyo.
587,Asking Directions / Delhi Traffic,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
925,Trip to Goa / Ordering Food,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
927,Trip to Goa / Asking Directions,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1000,Trip to Goa / Diwali Prep,I can’t wait for this trip!,Hu aa trip mate excited chu!,Diwali shopping is still pending.,Diwali shopping to baki j che.
2337,Weather Changes / Friend's Wedding,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,The food was really good!,Food toh khub j tasty hatu!
1910,Street vs Restaurant Food / Bollywood Movie,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,I liked the climax a lot.,Mane climax bau gamyu.
673,Cricket Match / Asking Directions,Was it a close game?,Game tight hatu ke easy?,How far is the airport from here?,Ahiya thi airport ketlu door che?
2282,Weather Changes / Street vs Restaurant Food,It’s so hot these days!,Aaje kalak ghanu garmi che!,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
134,Weekend Plans / Old vs New Songs,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
1881,Street vs Restaurant Food / Weather Changes,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
1246,Delhi Traffic / Bollywood Movie,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,The acting was average though.,Acting thodi average hati.
1830,Old vs New Songs / Weather Changes,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
10,Weekend Plans / Asking Directions,Are you free this Sunday?,Aa Ravivare tamne time che?,Can you guide me to City Mall?,City Mall sudhi marg batavo?
838,Trip to Goa / Bollywood Movie,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,I liked the climax a lot.,Mane climax bau gamyu.
386,Ordering Food / Diwali Prep,Do you serve cold coffee?,Tamare cold coffee male che?,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
205,Ordering Food / Weekend Plans,"Can I see the menu, please?",Menu joi shaku chu?,Are you free this Sunday?,Aa Ravivare tamne time che?
2225,Friend's Wedding / Diwali Prep,The wedding was well organized.,Lagna khub saro rite thai.,Diwali shopping is still pending.,Diwali shopping to baki j che.
1019,Trip to Goa / Gym/Fitness,I can’t wait for this trip!,Hu aa trip mate excited chu!,I feel healthier now.,Mane have healthy feel thay che.
2174,Friend's Wedding / Diwali Prep,They looked so happy together.,E loko khub j happy lagta hata.,Diwali shopping is still pending.,Diwali shopping to baki j che.
1924,Street vs Restaurant Food / Street vs Restaurant Food,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
1775,Old vs New Songs / Friend's Wedding,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,The food was really good!,Food toh khub j tasty hatu!
1125,Bollywood Movie / Weekend Plans,I liked the climax a lot.,Mane climax bau gamyu.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
556,Asking Directions / Weather Changes,Can you guide me to City Mall?,City Mall sudhi marg batavo?,I love winter mornings.,Mane sheet rutu ni savar bau game.
1251,Delhi Traffic / Delhi Traffic,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
431,Asking Directions / Bollywood Movie,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Who was the director?,Director kon hatu?
148,Weekend Plans / Weather Changes,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,I love winter mornings.,Mane sheet rutu ni savar bau game.
1337,Delhi Traffic / Asking Directions,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1349,Delhi Traffic / Bollywood Movie,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,I liked the climax a lot.,Mane climax bau gamyu.
459,Asking Directions / Gym/Fitness,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
1229,Delhi Traffic / Ordering Food,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,"Can I see the menu, please?",Menu joi shaku chu?
1164,Bollywood Movie / Friend's Wedding,I liked the climax a lot.,Mane climax bau gamyu.,They looked so happy together.,E loko khub j happy lagta hata.
668,Cricket Match / Ordering Food,Was it a close game?,Game tight hatu ke easy?,"Can I see the menu, please?",Menu joi shaku chu?
1345,Delhi Traffic / Trip to Goa,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
1752,Old vs New Songs / Trip to Goa,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,We should try water sports!,Aapde water sports try karva joie!
1566,Diwali Prep / Street vs Restaurant Food,Have you bought crackers?,Tame patakha laya?,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
2298,Weather Changes / Weekend Plans,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
672,Cricket Match / Asking Directions,Was it a close game?,Game tight hatu ke easy?,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
2320,Weather Changes / Delhi Traffic,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
2501,Gym/Fitness / Weekend Plans,Weight training is tough!,Weight training to bau j hard che!,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
902,Trip to Goa / Old vs New Songs,We should try water sports!,Aapde water sports try karva joie!,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
985,Trip to Goa / Cricket Match,I can’t wait for this trip!,Hu aa trip mate excited chu!,I missed the final over.,Hu last over joi na shakyo.
1199,Bollywood Movie / Delhi Traffic,Who was the director?,Director kon hatu?,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
1425,Delhi Traffic / Gym/Fitness,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,I started yoga recently.,Hu have yoga sharu karyu che.
1834,Old vs New Songs / Gym/Fitness,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,Weight training is tough!,Weight training to bau j hard che!
422,Asking Directions / Cricket Match,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,India gave a strong performance!,India ye jabardast performance aapyu!
808,Cricket Match / Friend's Wedding,I missed the final over.,Hu last over joi na shakyo.,The wedding was well organized.,Lagna khub saro rite thai.
2109,Friend's Wedding / Trip to Goa,The food was really good!,Food toh khub j tasty hatu!,We should try water sports!,Aapde water sports try karva joie!
944,Trip to Goa / Delhi Traffic,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
598,Asking Directions / Street vs Restaurant Food,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
79,Weekend Plans / Diwali Prep,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
1169,Bollywood Movie / Weather Changes,I liked the climax a lot.,Mane climax bau gamyu.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
860,Trip to Goa / Weather Changes,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,It’s so hot these days!,Aaje kalak ghanu garmi che!
2539,Gym/Fitness / Street vs Restaurant Food,Weight training is tough!,Weight training to bau j hard che!,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
1594,Diwali Prep / Cricket Match,Diwali shopping is still pending.,Diwali shopping to baki j che.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
1529,Diwali Prep / Gym/Fitness,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,I feel healthier now.,Mane have healthy feel thay che.
2485,Gym/Fitness / Street vs Restaurant Food,I started yoga recently.,Hu have yoga sharu karyu che.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
230,Ordering Food / Delhi Traffic,"Can I see the menu, please?",Menu joi shaku chu?,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
