id,topic,english,gujlish,weather_change_0_313
food_debate_0_125,Debating street food vs. restaurant food,That’s called multi-flavour dating!,Ae ne kahevay multi-flavour dating!,
food_debate_0_126,Debating street food vs. restaurant food,"As long as it includes hot jalebis, I’m in!","Jya sudhi ma hot jalebi che, tya sudhi hu game!",
food_debate_0_127,Debating street food vs. restaurant food,Hot like your temper or mine?,Tari garmi jevi hot? Ke mari?,
food_debate_0_128,Debating street food vs. restaurant food,Like your looks – sweet and sharp.,Tari look jevi – mithas ane sharpness sathe!,
food_debate_0_129,Debating street food vs. restaurant food,"Okay smooth operator, calm down!","Chal smooth operator, have thodu shant tha!",
food_debate_0_130,Debating street food vs. restaurant food,Only if you feed me dabeli.,Bas tu mane dabeli khavadvish toh j shant thais!,
food_debate_0_131,Debating street food vs. restaurant food,That’s your price? Very reasonable!,E j taro price che? Khub budget friendly!,
food_debate_0_132,Debating street food vs. restaurant food,And yours? Gourmet date at 5-star?,Ane taro price? 5-star ni fancy date?,
food_debate_0_133,Debating street food vs. restaurant food,Just your smile and golgappa stall.,Bas taru smile ane ek golgappa no thelo!,
food_debate_0_134,Debating street food vs. restaurant food,"Awww, now you’re being cheesy!","Awww, have toh tu pan cheesy banavyo!",
food_debate_0_135,Debating street food vs. restaurant food,"Better than restaurant paneer, right?",Restaurant no paneer karta toh vadhu cheesy chu ne?,
food_debate_0_136,Debating street food vs. restaurant food,Paneer no comparison j nathi!,Paneer toh compare j nai thai!,
food_debate_0_137,Debating street food vs. restaurant food,You mean I’m unmatchable too?,Etle ke hu pan compare nai thai sakto?,
food_debate_0_138,Debating street food vs. restaurant food,Let’s just say you’re spicy paneer tikka!,Chal mane kehva de ke tu spicy paneer tikka jevo che!,
food_debate_0_139,Debating street food vs. restaurant food,"Grilled outside, soft inside?","Baher grilled, under soft?",
food_debate_0_140,Debating street food vs. restaurant food,Perfect combo. Just like us!,Ekdam perfect combo. Jaive apdi jodi!,
food_debate_0_141,Debating street food vs. restaurant food,We’re literally chatpata chemistry!,Apdu toh ekdum chatpatu chemistry che!,
food_debate_0_142,Debating street food vs. restaurant food,I ship us more than frankie rolls.,Hu toh apni jodi ne frankie karta pan vadhu ship karu chu!,
food_debate_0_143,Debating street food vs. restaurant food,You’re the stuffing to my wrap!,Tu toh maro wrap no stuffing che!,
food_debate_0_144,Debating street food vs. restaurant food,And you’re the sauce to my samosa.,Ane tu maro samosa no sauce!,
food_debate_0_145,Debating street food vs. restaurant food,Together we’re complete. Plate ready!,Banine plate perfect! Ready to serve!,
food_debate_0_146,Debating street food vs. restaurant food,I feel like we should open a food vlog.,Mane lage che apde food vlog start karvo joiye!,
food_debate_0_147,Debating street food vs. restaurant food,Only if you promise to taste everything first!,Bas tu vaat kar ke badhu pehla tu taste karse!,
food_debate_0_148,Debating street food vs. restaurant food,Deal! But no stealing my fries!,Done! Pan maara fries chori karva nahi!,
food_debate_0_149,Debating street food vs. restaurant food,Fries are public property in love!,Fries toh love ma public property che!,
food_debate_0_150,Debating street food vs. restaurant food,Then I claim half your dessert too!,Toh hu pan taro aadho dessert claim karu chu!,
food_debate_0_151,Debating street food vs. restaurant food,"Let’s be real, pani puri heals heartbreak.",Sach kahu toh pani puri dil na dard nu ilaaj che.,
food_debate_0_152,Debating street food vs. restaurant food,Then I guess I need extra puris today!,Toh mane aaje extra puri joiye!,
food_debate_0_153,Debating street food vs. restaurant food,What happened? Someone broke your snack plan?,Su thayu? Koi tari snack plan todine chali gayi?,
food_debate_0_154,Debating street food vs. restaurant food,Only if skipping food dates counts as heartbreak!,Food date skip kare toh heartbreak ma ganyay ne?,
food_debate_0_155,Debating street food vs. restaurant food,Sorry! I was stuck at the salad counter.,Sorry! Hu salad counter ma fasai gayi hati.,
food_debate_0_156,Debating street food vs. restaurant food,Salad? That’s betrayal of Indian snacks!,Salad? Ae toh Indian snacks ni cheating che!,
food_debate_0_157,Debating street food vs. restaurant food,Thodu healthy pan j hoy toh saru ne!,A little healthy option never hurts!,
food_debate_0_158,Debating street food vs. restaurant food,Healthy minds eat bhajiya on rainy days.,Healthy mind toh varsad ma bhajiya khay!,
food_debate_0_159,Debating street food vs. restaurant food,That’s it. You’re officially my monsoon partner!,"Bus, have tu maara monsoon partner officially!",
food_debate_0_160,Debating street food vs. restaurant food,Only if you share the ketchup too.,Pan ketchup pan share karvu padse ne!,
food_debate_0_161,Debating street food vs. restaurant food,And the last piece of pakora!,Ane last pakora no tukdo pan!,
food_debate_0_162,Debating street food vs. restaurant food,That’s love. Sharing even the last bite.,"Ae ne kehvaay love, last bite pan share karvu!",
food_debate_0_163,Debating street food vs. restaurant food,"But I don’t share dessert, sorry!","Pan sweet ma sharing nathi, sorry!",
food_debate_0_164,Debating street food vs. restaurant food,"You’ll have to, if it’s gulab jamun.",Gulab jamun hoy toh toh j forcefully karavisu!,
food_debate_0_165,Debating street food vs. restaurant food,That’s emotional blackmail with syrup!,Ae toh syrup sathe emotional blackmail che!,
food_debate_0_166,Debating street food vs. restaurant food,All’s fair in love and laddus.,Love ane laddu ma badhu maaf che!,
food_debate_0_167,Debating street food vs. restaurant food,Then let’s call it even with one samosa.,Toh ek samosa thi score equal kariye!,
food_debate_0_168,Debating street food vs. restaurant food,Only if you feed me the first bite.,Pehli bite tu khavadvish toh j!,
food_debate_0_169,Debating street food vs. restaurant food,Deal sealed. Let’s find a stall.,Deal pakki. Chal koi thelo shodhie!,
food_debate_0_170,Debating street food vs. restaurant food,"Wait, let’s race! Loser pays!","Chal race kariye! Je hare, e paisa bhare!",
food_debate_0_171,Debating street food vs. restaurant food,I’m faster than your food cravings.,Hu tara cravings karta pan jhadpi chu!,
food_debate_0_172,Debating street food vs. restaurant food,But I’m hungrier than your excuses!,Pan hu tara excuses karta pan bhukhi chu!,
food_debate_0_173,Debating street food vs. restaurant food,Let’s eat before this turns into a food war.,Khaie pela aa food war ma badlai!,
food_debate_0_174,Debating street food vs. restaurant food,Food is peace. Especially pav bhaji.,Food ma peace che. Khas kari pav bhaji ma!,
food_debate_0_175,Debating street food vs. restaurant food,Don’t forget extra butter!,Extra butter toh must che!,
food_debate_0_176,Debating street food vs. restaurant food,"Butter on food, not on people!","Butter food par, loko par nahi!",
food_debate_0_177,Debating street food vs. restaurant food,I only butter you. Feel lucky!,Hu toh tane j butter karu chu. Lucky feel kar!,
food_debate_0_178,Debating street food vs. restaurant food,"Okay okay, stop flirting, let’s order!","Bas bas, flirt band kar ane order kar!",
food_debate_0_179,Debating street food vs. restaurant food,Fine. Two plates and lots of leg pulling!,"Chal, be plate ane ghani leg pulling!",
food_debate_0_180,Debating street food vs. restaurant food,Promise me dessert or no dinner!,Sweet no promise aape nahi toh dinner cancel!,
food_debate_0_181,Debating street food vs. restaurant food,Deal! But you owe me a cold coffee.,Thik! Pan mane ek cold coffee ni udhaar che!,
food_debate_0_182,Debating street food vs. restaurant food,Done. And extra cream for extra charm!,Done. Extra cream taro extra charm mate!,
food_debate_0_183,Debating street food vs. restaurant food,"Stop, you’re making my heart melt.","Bas kar, mane toh pighli javu che!",
food_debate_0_184,Debating street food vs. restaurant food,Like cheese on hot sandwich?,Hot sandwich par jevu cheese pighle che?,
food_debate_0_185,Debating street food vs. restaurant food,Exactly that warm feeling!,Bilkul e j garam feeling!,
food_debate_0_186,Debating street food vs. restaurant food,Then let’s toast this with masala chai!,Toh chal masala chai sathe toast kariye!,
food_debate_0_187,Debating street food vs. restaurant food,Chai pe charcha aur thodi masti!,Chai ni saathe charcha ane thodi masti!,
food_debate_0_188,Debating street food vs. restaurant food,"You and chai, perfect winter combo!",Tu ane chai – perfect winter combo!,
food_debate_0_189,Debating street food vs. restaurant food,So no more restaurant cravings now?,Toh have restaurant cravings khatam?,
food_debate_0_190,Debating street food vs. restaurant food,Only when you wear black and say please!,Bas jare tu black pheri ne ‘please’ kahe!,
food_debate_0_191,Debating street food vs. restaurant food,"That’s cheating! Food should win, not fashion.","Ae cheating che! Food jeetvu joiye, fashion nahi!",
food_debate_0_192,Debating street food vs. restaurant food,"Okay fine, food wins. But you treat!","Chal saru, food jeete. Pan treat tari!",
food_debate_0_193,Debating street food vs. restaurant food,Deal! Next round on me.,Done! Aagli round mari taraf thi!,
food_debate_0_194,Debating street food vs. restaurant food,Only if it includes romantic vibes!,Pan romantic vibes sathe hovi joiye!,
food_debate_0_195,Debating street food vs. restaurant food,Under fairy lights and food trucks?,Fairy lights ane food truck ni niche?,
food_debate_0_196,Debating street food vs. restaurant food,Perfect. You’re such a filmy foodie!,Perfect. Tu toh ekdam filmy foodie che!,
food_debate_0_197,Debating street food vs. restaurant food,And you’re my favourite co-star!,Ane tu maara favourite co-star che!,
food_debate_0_198,Debating street food vs. restaurant food,Let’s write our own food love story.,Chal apdi food love story banaviye!,
food_debate_0_199,Debating street food vs. restaurant food,With a happy ending and chocolate kulfi!,Happy ending sathe chocolate kulfi pan!,
food_debate_0_200,Debating street food vs. restaurant food,Now that’s a plan I’d never cancel.,Aa plan toh hu kadach nai cancel karu!,
food_debate_0_201,Debating street food vs. restaurant food,Street food always feels like a celebration.,Street food toh hamesha ek celebration j lage che.,
food_debate_0_202,Debating street food vs. restaurant food,"True, that spicy chaat brings people together.","Sach che, spicy chaat loko ne jodave che.",
food_debate_0_203,Debating street food vs. restaurant food,"Restaurants are nice, but street vibes can't be matched.","Restaurants sari che, pan street ni vibe biji j che.",
food_debate_0_204,Debating street food vs. restaurant food,"Yeah, like eating samosas on the roadside is an adventure!","Ha, roadside par samosa khavu ek adventure jevu che!",
food_debate_0_205,Debating street food vs. restaurant food,Adventure or risk? Sometimes hygiene ka thoda concern hota hai.,Adventure ke risk? Kadach hygiene ni thodi tension hoy che.,
food_debate_0_206,Debating street food vs. restaurant food,"That’s part of the thrill! Plus, the taste is unbeatable.",Ae toh thrill no part che! Taste pan unbeatable che.,
food_debate_0_207,Debating street food vs. restaurant food,"If you’re brave enough, street food is best!",Jo fearless che toh street food best che!,
food_debate_0_208,Debating street food vs. restaurant food,I prefer the comfort of a clean restaurant table.,Hu toh clean restaurant table ni comfort prefer karu chu.,
