turn_id,topic,speaker,gujlish,english
1052,Discussing weekend plans,Priya,"Sure, I will. We should also decide on a budget for the trip, roughly.","Sure, I will. We should also decide on a budget for the trip, roughly."
1053,Discussing weekend plans,Arjun,"Ha, petrol, tolls, and food. Ek andajo kadhi laiye to saru.","Yes, petrol, tolls, and food. It would be good to get an estimate."
1054,Discussing weekend plans,Priya,"Day trip che એટલે not too expensive, but still good to have a figure in mind.","It's a day trip, so not too expensive, but still good to have a figure in mind."
1055,Discussing weekend plans,Arjun,"Agreed. Chal, to pachi a badhi details final kari laiye by tomorrow evening?","Agreed. Okay, so shall we finalize all these details by tomorrow evening?"
1056,Discussing weekend plans,Priya,"Yes, that works. So we have enough time for any last-minute preparations.","Yes, that works. So we have enough time for any last-minute preparations."
1057,Discussing weekend plans,Arjun,"Aa weekend to bau yaadgar banse, I can feel it!","This weekend will be very memorable, I can feel it!"
1058,Discussing weekend plans,Priya,"Fingers crossed! Hopefully, the weather gods will be kind to us.","Fingers crossed! Hopefully, the weather gods will be kind to us."
1059,Discussing weekend plans,Arjun,"Jo weather kharab hoy, toh backup plan ma kai new game try karie? Board game cafe javu che?","If the weather is bad, should we try a new game as a backup plan? Want to go to a board game cafe?"
1060,Discussing weekend plans,Priya,That's a good backup! I've heard about a new one that opened recently. It has a good collection.,That's a good backup! I've heard about a new one that opened recently. It has a good collection.
1061,Discussing weekend plans,Arjun,"Saras! Toh plan A Lonavala, plan B board game cafe. Sorted che.","Nice! So plan A Lonavala, plan B board game cafe. It's sorted."
1062,Discussing weekend plans,Priya,"Yes, having options is always better. Keeps the weekend flexible.","Yes, having options is always better. Keeps the weekend flexible."
1063,Discussing weekend plans,Arjun,"Ekdam right. Mane to bas Friday evening ni vaat jovu chu, weekend shuru thay!",Absolutely right. I'm just waiting for Friday evening for the weekend to start!
1064,Discussing weekend plans,Priya,Me too! This week at work has been quite hectic. A good break is much needed.,Me too! This week at work has been quite hectic. A good break is much needed.
1065,Discussing weekend plans,Arjun,"Same here yaar. Chal, to pachi connect tomorrow with updates on our tasks.","Same here, friend. Okay, then let's connect tomorrow with updates on our tasks."
1066,Discussing weekend plans,Priya,"Done. Looking forward to it! Have a good evening, Arjun.","Done. Looking forward to it! Have a good evening, Arjun."
1067,Discussing weekend plans,Arjun,"You too, Priya! Mast plan banavyo apne. Thanks!","You too, Priya! We made a great plan. Thanks!"
1068,Discussing weekend plans,Priya,"Teamwork makes the dream work! Chalo, have a good rest.","Teamwork makes the dream work! Okay, have a good rest."
1069,Discussing weekend plans,Arjun,"Ha ha, barobar. Chal, good night! See you soon.","Haha, correct. Okay, good night! See you soon."
1070,Discussing weekend plans,Priya,"Good night, Arjun! Can't wait for the weekend adventure.","Good night, Arjun! Can't wait for the weekend adventure."
1071,Discussing weekend plans,Arjun,Adventure toh pakku! Ane jo hiking nathi thatu toh board games ma competition karishu!,"Adventure for sure! And if hiking doesn't happen, then we'll have a competition in board games!"
1072,Discussing weekend plans,Priya,"Challenge accepted! But I hope hiking works out, nature ma javani alag j shanti che.","Challenge accepted! But I hope hiking works out, there's a different kind of peace in going to nature."
1073,Discussing weekend plans,Arjun,"True yaar. Fresh air and greenery, best stress buster. City life thi break.","True friend. Fresh air and greenery, best stress buster. A break from city life."
1074,Discussing weekend plans,Priya,Absolutely. We should also remember to wear comfortable shoes for the hike.,Absolutely. We should also remember to wear comfortable shoes for the hike.
1075,Discussing weekend plans,Arjun,"Oh yes, very important. My trekking shoes are ready. Tame pan check kar lejo.","Oh yes, very important. My trekking shoes are ready. You also check yours."
1076,Discussing weekend plans,Priya,I will. And maybe carry a light jacket? Lonavala can get a bit chilly in the mornings.,I will. And maybe carry a light jacket? Lonavala can get a bit chilly in the mornings.
1077,Discussing weekend plans,Arjun,"Good point. Hu ek windcheater rakhi laish. Safety first, pachi masti.","Good point. I'll keep a windcheater. Safety first, then fun."
1078,Discussing weekend plans,Priya,Exactly. And what about food on the way? Koi specific dhaba or restaurant in mind?,Exactly. And what about food on the way? Any specific dhaba or restaurant in mind?
1079,Discussing weekend plans,Arjun,"Lonavala highway par Ramakant for misal pav, best che! Morning breakfast mate.","On the Lonavala highway, Ramakant for misal pav, it's the best! For morning breakfast."
1080,Discussing weekend plans,Priya,"Oh, I've heard of it! Sounds delicious. That can be our breakfast stop.","Oh, I've heard of it! Sounds delicious. That can be our breakfast stop."
1081,Discussing weekend plans,Arjun,"Pakku! Toh breakfast sorted. Lunch nu hiking pachi joi laisu, depends on how tired we are.","For sure! So breakfast is sorted. We'll see about lunch after hiking, depends on how tired we are."
1082,Discussing weekend plans,Priya,Makes sense. We can find a good local place there for lunch.,Makes sense. We can find a good local place there for lunch.
1083,Discussing weekend plans,Arjun,Or pachi return thata Pune ma koi mast jagya e jamishu. Options open rakhiye.,"Or else, while returning, we can eat at some great place in Pune. Let's keep options open."
1084,Discussing weekend plans,Priya,"Yes, flexibility is key for a good trip. I am really looking forward to this break.","Yes, flexibility is key for a good trip. I am really looking forward to this break."
1085,Discussing weekend plans,Arjun,Mane to em thay che ke Friday jaldi ave! Weekend ni energy j alag hoy che.,I just wish Friday comes soon! The energy of the weekend is just different.
1086,Discussing weekend plans,Priya,So true. It recharges you for the whole next week.,So true. It recharges you for the whole next week.
1087,Discussing weekend plans,Arjun,"Chal, Rohit ne message kari dau chhu about the plan. Let's see what he says.","Okay, I'm messaging Rohit about the plan. Let's see what he says."
1088,Discussing weekend plans,Priya,Great. Keep me posted. Hu pan Sneha ne informally puchhi laish.,Great. Keep me posted. I'll also informally ask Sneha.
1089,Discussing weekend plans,Arjun,"Perfect. Team Lonavala adventure, here we come!","Perfect. Team Lonavala adventure, here we come!"
1090,Discussing weekend plans,Priya,"Or Team Board Game Champions, depending on the weather!","Or Team Board Game Champions, depending on the weather!"
1091,Discussing weekend plans,Arjun,"Haha, either way, it's going to be a fantastic weekend. Bau time pachi kaik interesting karishu.","Haha, either way, it's going to be a fantastic weekend. We'll do something interesting after a long time."
