,topic,english,gujlish
2532,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2533,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2534,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2535,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2536,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2537,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2538,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2539,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2540,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2541,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2542,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2543,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2544,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2545,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2546,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2547,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2548,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2549,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2550,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2551,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2552,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2553,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2554,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2555,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2556,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2557,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2558,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2559,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2560,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2561,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2562,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2563,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2564,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2565,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2566,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2567,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2568,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2569,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2570,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2571,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2572,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2573,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2574,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2575,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2576,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2577,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2578,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2579,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2580,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2581,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2582,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2583,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2584,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2585,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2586,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2587,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2588,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2589,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2590,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2591,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2592,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2593,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2594,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2595,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2596,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2597,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2598,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2599,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2600,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2601,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2602,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2603,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2604,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2605,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2606,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2607,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2608,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2609,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2610,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2611,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2612,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2613,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
2614,Complaining about the Delhi traffic,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
2615,Complaining about the Delhi traffic,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
2616,Complaining about the Delhi traffic,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
2617,Complaining about the Delhi traffic,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
2618,Complaining about the Delhi traffic,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
2619,Complaining about the Delhi traffic,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
